id,title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
20363,KANEGGYE Casual Canvas Sneakers Shoes for Men,3.6,Men,Amazon,399,50,23,14,9,19,21,36,0
13879,Women Multicolor Wedges Sandal,3.7,Women,Flipkart,599,2319,251,1100,369,331,190,329,1
7859,Jutis For Women  (Black),3.9,Women,Flipkart,499,665,89,359,98,72,41,95,1
18819,"women's casual shoes combo pack of 2 Sneakers For Women  (Red, Blue)",3.9,Women,Flipkart,898,3199,456,1483,750,450,203,312,1
3538,Men's Formal Lace Up Shoe Lace Up For Men  (Black),4.2,Men,Flipkart,699,102,16,60,22,9,5,6,0
13185,ORIFWSH(c)-1044 Sneakers For Women  (Black),4,Women,Flipkart,499,1013,159,517,214,151,46,85,1
10595,Sneakers For Men  (Black),4,Men,Flipkart,999,2465,274,1408,407,258,137,255,0
857,"Women Off White, Brown Sports Sandal",4.3,Women,Flipkart,1348,8,1,5,3,1,2,3,0
7654,Slides,,,Flipkart,999,1314,155,660,228,172,89,,1
12429,High Ankle Denim Boots For Womens And girls Boots For Women Boots For Women  (Blue),4.2,Women,Flipkart,999,61,12,35,13,6,0,7,0
18200,Women Loafers&Moccassins For Girls Loafers For Women  (Multicolor),4,Women,Flipkart,999,176,34,77,54,25,12,8,1
9710,Women Black Heels Sandal,3.9,Women,Flipkart,999,110,13,51,26,16,5,12,1
12240,Wink Duo GU2 IDP Flip Flops,,,Flipkart,1499,1034,102,,250,99,50,99,1
2939,Slides,4.6,Men,Flipkart,499,8,1,6,1,1,0,0,0
120,Perfect Stylish Girls Casual Shoes Boots For Women   Boots For Women  (White),4,Women,Flipkart,842,5,1,2,2,2,2,2,0
11548,Women Black Flats Sandal,4.1,Women,Flipkart,1890,156,17,74,47,19,5,12,1
5261,COOL TRACTION XTREME LP Running Shoes For Women  (Green),4.2,Women,Flipkart,2599,5065,780,2749,1421,484,147,264,1
5598,Good Quality Boots More Comfortable And Light Weight Boots Boots For Women  (Black),4,Women,Flipkart,999,83,11,49,8,10,9,7,1
7679,Boots For Women  (Blue),3.8,Women,Flipkart,1999,142,24,69,28,11,10,24,0
1820,Boots For Women  (Black),4.4,Women,Flipkart,999,139,22,90,27,14,4,4,0
3259,Women Silver Heels Sandal,3.5,Women,Flipkart,1199,22,3,0,0,0,0,0,0
623,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,505,372,68,302,83,64,10,32,1
10503,WoudLand By Zixer Exclusive Formal shoes for Men Slip On For Men  (White),3.9,Men,Flipkart,999,196,34,97,45,17,12,25,1
9267,Women Brown Wedges Sandal,4.1,Women,Flipkart,999,132,20,66,38,11,6,11,1
16624,Party Wear For Women  (Copper),4.2,Women,Flipkart,2199,6,1,3,2,0,1,0,0
20850,AB1-SX00172L Casuals For Women  (White),4.3,Women,Flipkart,799,19,2,9,6,0,0,2,1
9821,Casual Sneakers Hightop Shoes For Men  (Red),4.1,Men,Flipkart,999,384,38,236,54,32,15,47,1
4693,"Casual sneakers,outdoors,dancingshoes Sneakers For Men  (Black)",3.8,Men,Flipkart,999,962,110,491,134,112,76,149,1
14824,Slippers,4.4,Women,Flipkart,1199,91,16,54,22,10,3,2,1
14096,Women Black Sports Sandal,4.3,Women,Flipkart,799,212,41,123,59,12,9,9,1
6149,Women Blue Wedges Sandal,4,Women,Flipkart,1299,5625,749,3122,962,627,341,575,0
6373,Slippers,4.5,Women,Flipkart,999,76,15,53,18,7,1,1,0
12989,Bellies For Women  (Brown),4.3,Women,Flipkart,799,128,18,70,36,14,4,4,1
5547,New Trendy Fashionable And Comfortable Sneakers For Women And Girls Sneakers For Women  (White),4.2,Women,Flipkart,999,237,39,137,51,26,11,13,1
5420,Oxford For Men  (Tan),4.2,Men,Flipkart,6299,347,53,193,91,25,18,20,1
2058,CLAIRE (Collector's Edition) Running Shoes For Women  (Purple),4.4,Women,Flipkart,1299,2664,450,1687,662,176,53,86,1
20958,Women Grey Wedges Sandal,4.2,Women,Flipkart,999,271,40,165,59,14,13,20,1
13945,Running Shoes For Men  (Multicolor),3.8,Men,Flipkart,1999,531,69,264,92,73,29,73,1
6245,Men Black Sandal,3.8,Men,Flipkart,999,53,13,25,8,10,4,6,1
15624,Women Red Wedges Sandal,3.8,Women,Flipkart,599,11296,1679,5153,2195,1647,855,1446,0
13317,"Mojaris For Women  (Beige, Pink)",4.1,Women,Flipkart,499,18,3,9,5,2,1,1,0
1802,Men Tan Flats Sandal,3.5,Men,Flipkart,999,4169,512,1766,625,548,374,856,1
18216,Trendy stylish flexible comfortable classy popular Mojaris For Men  (Tan),4,Men,Flipkart,799,27,3,17,2,2,2,4,0
17276,Flip Flops,4,Men,Flipkart,900,156,23,90,20,22,11,13,1
10247,Casual Casuals For Men  (Blue),4,Men,Flipkart,999,1210,143,730,152,101,72,155,0
9532,Icon IDP Sneakers For Men  (Black),4.1,Men,Flipkart,3299,19411,2666,10805,4412,1786,714,1694,1
1568,Men Beige Sandal,3.9,Men,Flipkart,1499,259,46,113,59,52,16,19,0
13427,"Women Brown, Brown, Burgundy Wedges Sandal",4.2,Women,Flipkart,1249,2660,458,1478,626,296,105,155,0
12689,Slides,3.9,Men,Flipkart,499,647,69,314,144,67,43,79,1
9955,crocs Unisex's Ralen Clogs,4.3,Women,Amazon,995,1,662,8,2,8,20,62,1
8860,Men Brown Sandal,3.3,Men,Flipkart,1599,112,15,38,17,18,17,22,0
9425,Women Brown Heels Sandal,3.9,Women,Flipkart,1249,658,97,316,150,87,40,65,0
19772,Men's Ultraforce Mid-top Athletic-Inspired Retro Fashion Casual/outdoor Sneakers for Men-Tan Sneakers For Men  (Tan),3.9,Men,Flipkart,2499,5420,785,2539,1192,701,357,631,1
5233,Smash Badminton Shoes For Men  (Navy),4.2,Men,Flipkart,1990,2239,295,1270,547,229,62,131,1
12556,Synthetic Leather Boots for Men Boots For Men  (Black),4.1,Men,Flipkart,1299,458,63,277,63,57,22,39,1
11977,Women Grey Wedges Sandal,3.8,Women,Flipkart,599,327,50,149,74,45,21,38,0
17523,Women Grey Heels Sandal,4.4,Women,Flipkart,1199,31,5,23,4,0,1,3,1
4760,HONOR Running Shoes For Men  (Navy),4,Men,Flipkart,1699,627,90,335,120,74,23,75,1
17714,Flip Flops,3.8,Men,Flipkart,999,458,48,245,55,54,43,61,0
12022,"New style Sneakers For Men  (White, Black)",3.9,Men,Flipkart,499,1283,202,703,206,125,102,147,0
9905,Enzo Weave Wn s Running Shoes For Women  (Black),4.5,Women,Flipkart,5499,224,27,152,42,17,7,,1
205,SCALE Slip On For Men Slip On For Men  (Brown),5,Men,Flipkart,833,3,0,5,3,3,3,3,0
11438,Jutis For Women  (Off White),3.9,Women,Flipkart,499,220,24,110,39,35,7,29,1
13352,Mojaris For Men Mojaris For Men  (Brown),4.7,Men,Flipkart,999,6,0,4,2,0,0,0,0
17203,Ankle Length & High Ankle Length Boots For Women  (Black),3.7,Women,Flipkart,999,130,10,60,22,16,8,24,0
650,Men Grey Sandal,4.1,Men,Flipkart,778,269,59,161,58,42,8,9,0
11186,GO RUN PURE Running Shoes For Women  (Blue),4.2,Women,Flipkart,5999,88,8,54,17,5,2,10,1
6485,Men Black Sandal,3.8,Men,Flipkart,999,13851,2047,6318,2760,2005,980,1788,1
17370,Leather Chelsea Boots For Men  (Tan),4.3,Men,Flipkart,8195,207,25,145,28,10,5,19,0
19084,"Smart Casuals Canvas Shoes Combo pack of 2 Sneakers For Men  (Blue, Black, Grey)",4,Men,Flipkart,998,7283,1018,3810,1362,958,438,715,1
6484,"Rich Look Formals Shoes ll Classy Formal Shoes For Men ll Party Shoes Lace Up For Men  (Blue, Navy)",4.2,Men,Flipkart,1299,87,20,51,17,8,10,1,1
5341,Women Black Heels Sandal,3.8,Women,Flipkart,699,45,6,0,0,0,0,0,0
8138,Bellies For Women  (Grey),4.1,Women,Flipkart,1499,534,80,281,135,60,27,31,1
8708,Black Patent Leather Casual and Partywear Shoes Slip On For Men  (Black),3.4,Men,Flipkart,999,16,3,6,3,2,2,3,0
6397,Boots For Women  (Blue),4.4,Women,Flipkart,999,2263,421,1540,405,165,54,99,1
12836,Women Grey Wedges Sandal,4,Women,Flipkart,999,807,103,390,201,125,42,49,1
12251,Women Off White Heels Sandal,3.9,Women,Flipkart,599,3047,438,1451,632,415,208,343,1
17860,Women Black Wedges Sandal,3.7,Women,Flipkart,499,605,57,264,109,89,52,91,0
2181,High Heel Matte design shoes for women Sneakers For Women  (Black),4.2,Women,Flipkart,999,130,14,74,26,17,5,9,0
19757,COSTA Running Shoes For Men  (White),4.1,Men,Flipkart,1049,1192,154,668,235,131,54,104,1
143,Flip Flops,3.9,Men,Flipkart,910,9515,1052,3324,1717,1795,958,594,0
13111,Party Wear For Men  (Silver),4.8,Men,Flipkart,999,6,0,5,1,0,0,0,0
7723,Slip On For Men  (Brown),4.5,Men,Flipkart,1399,8,2,7,0,0,0,1,1
13060,Bellies For Women  (Multicolor),3.7,Women,Flipkart,999,330,59,148,61,42,22,57,0
7508,Boots For Women  (Maroon),4.5,Women,Flipkart,999,53,8,36,10,5,0,2,0
12366,Women Silver Flats Sandal,3.9,Women,Flipkart,699,125,15,62,27,16,6,14,1
10779,Synthetic Leather Casual Partywear High Tops For Women  (Green),4.1,Women,Flipkart,1399,1194,171,647,250,140,61,96,1
11653,Men Synthetic Leather Chappal (Sky) Flip Flops,4,Men,Flipkart,900,12296,1250,6847,1879,1389,748,1433,1
13751,Slides,4,Women,Flipkart,999,87,15,46,19,11,5,7,0
15564,Office Shoes Slip On For Men  (Black),3.9,Men,Flipkart,999,1330,213,659,255,187,96,133,1
11454,Rexine Punabi Jutis Jutis For Women  (Multicolor),2.5,Women,Flipkart,460,11,1,2,1,2,2,4,0
10572,22473(Black)-B Walking Shoes For Men  (Black),3.8,Men,Flipkart,1499,16,5,4,8,2,0,2,1
5140,women plan boots Boots For Women  (Black),3.5,Women,Flipkart,999,68,11,30,10,7,4,17,0
1523,Women Multicolor Flats Sandal,3.7,Women,Flipkart,769,3823,496,1756,650,545,308,564,1
20160,Men Black Sports Sandal,4.1,Men,Flipkart,1999,61,4,31,20,3,2,5,1
9103,NK-01 Walking Shoes For Men  (Grey),3.7,Men,Flipkart,999,3316,338,1665,435,388,244,584,0
14595,Training & Gym Shoes For Women  (Pink),4.4,Women,Flipkart,4499,12,2,8,1,3,0,0,1
9727,Walking Shoes For Women  (White),4.2,Women,Flipkart,999,869,156,508,174,87,37,63,1
7265,1712 Loafers For Men  (Blue),4.1,Men,Flipkart,999,2376,286,1320,445,266,133,212,1
15253,Women Black Heels Sandal,4.3,Women,Flipkart,999,233,37,137,60,15,10,10,0
15590,Ladies Multi-Print Punjabi Jutti Ethnic Mojari Jutis For Women  (Brown),4.1,Women,Flipkart,1895,9,1,6,1,0,1,1,0
9682,Women Copper Heels Sandal,4.1,Women,Flipkart,499,97,19,56,17,11,4,9,1
15271,"Men Blue, Grey Sports Sandal",3.6,Men,Flipkart,998,2569,346,1117,427,391,226,408,1
18032,"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men<U+FFFD> Running Shoes For Men  (Yellow)",4.1,Men,Flipkart,999,30687,3748,17616,5205,3257,1716,2893,1
14029,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",4,Women,Flipkart,999,6650,844,3426,1426,921,400,477,1
8552,Women Beige Heels Sandal,3.9,Women,Flipkart,999,789,104,413,135,84,59,98,1
15074,Sports Casual Running Shoes For Men  (White),3.9,Men,Flipkart,999,5267,699,2753,834,650,379,651,1
11288,Navy Dangal Trendy Walking Running Shoes For Men  (Navy),3.9,Men,Flipkart,499,23123,2781,11946,3642,2931,1624,2980,0
20607,Escaper Core Running Shoe For Women  (Blue),4.2,Women,Flipkart,3499,141,24,80,38,8,7,8,1
1184,Women Doctor Ortho Combo Pack Of 2 Pairs Of Slippers,3.9,Women,Flipkart,999,3297,450,1464,833,535,213,249,1
1651,Jutis For Women  (Multicolor),3.8,Women,Flipkart,999,305,41,142,55,43,22,42,0
7177,Slip On For Women  (Tan),4.6,Women,Flipkart,799,5,0,4,2,0,0,0,0
1834,Slides,3.9,Men,Flipkart,499,862,104,460,129,88,55,130,0
17391,W Flex Experience Rn 7 Running Shoes For Women  (Blue),4.4,Women,Flipkart,5295,228,33,144,49,23,5,7,1
9564,"Latest Collection, Comfortable & Fashionable Shoes & Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.8,Women,Flipkart,999,73,7,31,15,15,7,6,0
17589,Slip On For Men  (Black),3.9,Men,Flipkart,999,73,7,41,8,9,6,9,0
2022,Sports Mesh Running Shoes For Women  (Green),,,Flipkart,899,937,130,448,257,101,42,,1
1552,Sneakers For Women  (White),4.2,Women,Flipkart,999,191,30,116,25,31,7,12,1
7158,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,949,3223,474,1738,875,324,107,179,1
7311,172 Smart Mehndi Lace-Ups Casuals for Men Sneakers For Men Sneakers For Men  (Olive),4,Men,Flipkart,499,26948,2952,14763,4292,3069,1694,3130,1
20026,Handmade Velvet Ethnic Punjabi Rajasthani Jutti Slip On For Women  (White),3.8,Women,Flipkart,999,79,6,37,15,10,7,10,0
16405,RC3499 Lace Up For Men  (Black),4.2,Men,Flipkart,3595,648,112,365,170,53,19,41,1
17235,Women Grey Wedges Sandal,3.9,Women,Flipkart,999,130,18,68,27,9,10,16,0
15558,Slippers,4.1,Women,Flipkart,1199,41,7,20,13,3,3,2,1
8468,Boots For Women  (Black),3.5,Women,Flipkart,1199,41,6,13,13,6,1,8,1
7424,Sneakers For Women  (White),4.2,Women,Flipkart,999,594,130,357,109,75,21,32,1
7307,Men Grey Clogs Sandal,4,Men,Flipkart,4495,120,18,71,18,10,6,15,1
18602,WISDOM Running Shoes For Men  (Grey),4.2,Men,Flipkart,1499,1682,256,907,450,154,68,103,1
7421,Women Bedroom Slipper Slippers,3.8,Women,Flipkart,699,198,25,99,33,24,14,29,0
2801,AMD_LF_18 Slippers,4,Women,Flipkart,599,474,57,254,94,55,26,45,1
6154,Ethnic Embroidery Jutis For Women  (Pink),4,Women,Flipkart,499,1809,221,930,366,233,106,174,0
3296,Golden Silk Sharwani Jutti Jutis For Men  (Gold),4.5,Men,Flipkart,699,25,5,16,6,2,1,0,0
8568,TORMO SLIP ON Slip On For Men  (Black),4.1,Men,Flipkart,1299,690,89,336,212,75,29,38,1
9285,"Men Black, Red Casual Sandal",3.8,Men,Flipkart,499,268,28,131,38,39,23,37,0
16978,Men Tan Sandal,3.8,Men,Flipkart,999,1180,146,527,265,174,67,147,1
17817,Slippers,3.9,Women,Flipkart,3795,19,2,9,5,2,0,3,0
7127,Sneakers For Women  (Multicolor),3.8,Women,Flipkart,2495,136,23,63,25,21,9,19,1
6890,Women Tan Flats Sandal,4.2,Women,Flipkart,599,992,170,559,246,103,41,43,0
3057,Jalsa Jutti For Men Jutis For Men  (Brown),2.8,Men,Flipkart,899,4,0,,1,0,0,,0
10994,Women Black Heels Sandal,3.4,Women,Flipkart,999,18,2,5,5,3,2,3,0
10840,Women Black Flats Sandal,4.1,Women,Flipkart,999,377,50,179,107,53,16,22,1
14037,Slip On For Men  (Black),3.8,Men,Flipkart,1999,180,37,90,30,26,7,27,1
9685,Women Black Bellies Sandal,4.1,Women,Flipkart,899,281,39,139,82,35,11,14,1
14404,Slip On For Men  (Black),3.9,Men,Flipkart,999,3184,395,1613,508,452,233,378,0
9165,Latest morpankh Design Rajasthani Belly Juti for Women and Girls Bellies For Women  (Black),4,Women,Flipkart,799,188,27,102,31,20,14,19,0
6006,Jutis For Women  (Pink),4,Women,Flipkart,499,169,21,93,25,26,13,12,0
5819,Bellies Jutis For Women  (Blue),3.8,Women,Flipkart,600,44,4,21,8,6,3,,0
8709,Lace Up For Women  (Black),3.2,Women,Flipkart,799,11,1,3,2,2,2,2,0
18154,Nagra for Men ( Brown 09 ) Jutis For Men  (Brown),4.2,Men,Flipkart,999,196,29,106,46,25,6,13,0
808,Black & Beige Color Casual Men's Flip Flop (Pack of 2) Slippers,3.8,Men,Flipkart,1012,752,117,265,159,59,62,147,0
9059,"Stylish Casual Sports Shoe Sneakers For Women  (White, Black)",4.2,Women,Flipkart,999,379,59,215,81,36,15,28,0
15285,Women Black Wedges Sandal,3.8,Women,Flipkart,999,186,17,86,37,27,9,27,0
2081,NRGY Neko Slip-On one8 Running Shoes For Men  (Black),4.2,Men,Flipkart,5999,532,69,318,111,45,19,39,1
17823,"Riya-04 Grey Peach Sports Shoes,Gym Shoes,Casual Shoes,Walking Shoes, Running Shoes For Women  (Navy)",4.1,Women,Flipkart,539,8942,1335,4618,2374,1066,340,546,1
15500,Men Navy Sports Sandal,4,Men,Flipkart,2499,180,22,90,45,20,8,17,1
1068,Running Shoes For Men Running Shoes For Men  (Green),3.8,Men,Flipkart,1299,13339,1590,6516,2488,1833,820,1682,1
9008,"Running Shoes For Men  (Navy, Red)",4,Men,Flipkart,999,984,122,478,239,107,63,97,1
4204,Women Blue Wedges Sandal,3.9,Women,Flipkart,1299,121,17,61,25,14,9,12,0
6919,Men Brown Casual Sandal,4.1,Men,Flipkart,2695,1670,223,853,437,173,66,141,1
12720,Women Black Heels Sandal,4,Women,Flipkart,1599,2089,339,1069,444,246,110,220,1
15904,Women Off White Wedges Sandal,4,Women,Flipkart,999,4,0,1,2,1,0,0,0
5606,Shoes for Women Sneakers For Women  (Blue),4,Women,Flipkart,499,4147,688,2175,864,538,204,366,1
8893,Women Beige Wedges Sandal,4.2,Women,Flipkart,999,207,38,106,66,17,12,6,1
12084,Slides,3.6,Men,Flipkart,499,240,24,125,22,22,24,47,1
7485,Women Grey Heels Sandal,3.9,Women,Flipkart,799,75,12,35,18,9,5,8,0
11935,JESSICA Running Shoes For Women  (Black),4.2,Women,Flipkart,899,531,75,301,138,44,18,30,1
17576,Jutis For Men  (Black),3.9,Men,Flipkart,499,111,12,64,15,10,6,16,1
10746,Sneakers For Women  (Pink),4.2,Women,Flipkart,999,153,34,94,29,10,10,,1
426,"Wndr,Cosko-13 Full Black Boys School Shoes,Running Shoes,Walking Shoes,Sports Shoes,Gym Shoes Running Shoes For Men  (Black)",4,Men,Flipkart,978,20673,3376,11688,7017,2834,515,1499,1
364,Slip On For Men  (Black),4.3,Men,Flipkart,6796,22,2,12,7,3,2,1,1
12415,Flip Flops,3.8,Women,Flipkart,999,86,18,38,22,9,4,13,0
5546,Lace Up For Men  (Black),3.9,Men,Flipkart,999,267,39,140,39,35,17,36,0
12801,Running Shoes For Men  (Blue),4.1,Men,Flipkart,1499,16,6,9,2,2,3,0,1
4203,"Stoker.18 Badminton Shoes For Women  (Black, Grey)",4.2,Women,Flipkart,4999,53,5,30,12,6,1,4,1
12857,Black Jalsa Nagra Jutti Mojaris casual loafer Mocassin Mojaris For Men  (Black),,,Flipkart,499,1068,157,515,228,146,71,108,1
3163,Flip Flops,3.7,Women,Flipkart,499,649,88,293,123,90,52,88,0
20485,Freak Slip on IDP Walking Shoes For Men  (Grey),4.3,Men,Flipkart,3299,16,2,9,3,4,0,0,1
10786,Bellies For Women  (Black),3.9,Women,Flipkart,499,895,111,491,126,100,66,112,1
20165,"Men Black, Grey Sports Sandal",4.3,Men,Flipkart,1499,67,9,38,15,10,3,1,1
8038,STYLISH-RED Sneakers For Men  (Red),3.9,Men,Flipkart,499,136,9,77,19,9,5,26,0
7474,"Jutis For Women  (White, Gold)",4,Women,Flipkart,499,550,64,289,108,76,22,54,1
16133,RC3527 003 Derby For Men  (Brown),4,Men,Flipkart,4299,355,51,162,110,38,14,31,1
12048,Pink Bellies For Women  (Pink),4.2,Women,Flipkart,999,290,54,163,66,35,12,14,1
911,Shoes for Women Sneakers For Women  (Blue),4,Women,Flipkart,373,4147,688,3612,850,833,220,705,1
14767,Treadfit Heartbeat Sneakers Casual Water Resistant Shoes Sneakers For Men  (White),3.9,Men,Flipkart,999,3074,399,1576,511,395,181,411,1
19044,Women Black Heels Sandal,4.2,Women,Flipkart,799,309,53,176,69,28,14,23,0
12538,Amazon Brand - Inkast Denim Co. Men's Canvas Sneakers,4.3,Men,Amazon,499,28,14,0,9,12,25,55,1
11676,"Walking Shoes,Gym Shoes,Canvas Shoes,Sports Shoes,Training Shoes, Running Shoes For Men  (Blue, Orange)",4.1,Men,Flipkart,999,33288,4969,16627,8306,4327,1521,2507,1
154,Women Red Heels Sandal,3.7,Women,Flipkart,605,125,20,73,37,11,12,15,0
4829,STRIDE SLIP ON Walking Shoes For Men  (Grey),4.3,Men,Flipkart,3599,178,21,109,35,19,3,12,1
2485,Flip Flops,3.7,Men,Flipkart,1497,392,46,180,61,57,24,70,1
15721,Womens Ethnic Sky Blue Fabric Boots Casuals For Women  (Blue),4,Women,Flipkart,499,93,11,51,19,6,8,9,0
16235,Lina Flower Women Black Shoes Bellies For Women  (Black),3.5,Women,Flipkart,2495,25,2,11,4,3,1,6,0
8337,Derby For Men  (Tan),3.9,Men,Flipkart,1999,29,4,13,7,4,2,3,1
15320,"Jio-13 Running Shoes For Men  (Red, Green)",4.1,Men,Flipkart,599,289914,45443,151159,74025,34972,11700,18056,1
6963,Flip Flops,3.8,Men,Flipkart,999,315,37,160,32,56,25,42,0
5470,Women Pink Wedges Sandal,3.8,Women,Flipkart,699,175,17,80,37,34,12,20,1
1262,Slides,3.6,Men,Flipkart,998,319,37,149,36,44,25,65,1
4487,Neil Slip On Sneakers For Men  (Navy),4.3,Men,Flipkart,699,715,115,412,173,69,20,41,1
4409,Ft-805 Slip On For Women  (Red),4.1,Women,Flipkart,499,36,3,18,10,5,0,3,0
4027,Jutis For Women  (Pink),3.5,Women,Flipkart,2395,2,1,1,0,0,1,0,0
2,"Punjabi Silk Ethnic Mojari, Juti, Bellies, Morpankh Design for Woman & Girl Bellies For Women  (Black)",4.2,Women,Flipkart,411,31,4,20,7,1,2,3,0
17707,New Trendy Fashionable And Comfortable 3 Combo Sneakers Partywear Shoes Casual wear Sneakers For Women And Girls Sneakers For Women  (Multicolor),4,Women,Flipkart,1497,769,131,383,169,107,37,70,1
10810,"Latest Stylish Design-Modern Look Casual Moccasins for Women's & Girl's Latest | Fashionable Slip on Loafer, Office-Home Comfort Wear & Lightweight Loafers For Women  (Grey)",,Women,Flipkart,999,1260,214,677,346,113,48,,1
381,"Casual Shoes for Women's & Girl's| Latest Stylish Knitted Fabric Socks Shoes| EVA Lightweight Sole shoes for Running, Walking, Gym, Sports & Daily wear Walking Shoes For Women  (Maroon)",3.8,Women,Flipkart,856,6,2,4,2,2,1,2,1
3743,"Skypy-31 Walking Shoes,Training Shoes,Sneakers,Loafers,Canvas Shoes,Casual Shoes,Sneakers Casuals For Men  (Grey, Green)",4,Men,Flipkart,599,47431,7254,24211,10789,5940,2304,4187,1
6388,"Mocassin, Casuals, Party Wear Loafers For Men  (Black)",3.9,Men,Flipkart,999,12370,1617,5993,2743,1668,718,1248,1
13531,Boots For Women  (Black),4.5,Women,Flipkart,999,53,8,36,10,5,0,2,0
9761,Women Black Flats Sandal,4.1,Women,Flipkart,999,375,50,177,107,53,16,22,1
11540,Flip Flops,3.7,Men,Flipkart,999,67,8,31,12,5,8,11,1
10024,Women Pink Bellies Sandal,4.1,Women,Flipkart,999,312,53,167,67,40,15,23,0
19053,Casuals For Men  (Yellow),4.1,Men,Flipkart,999,3315,421,1964,557,327,160,307,1
20654,Running Shoes For Men  (Green),4.1,Men,Flipkart,999,30687,3748,17616,5205,3257,1716,2893,1
17347,Slides,3.9,Men,Flipkart,499,73,5,35,15,10,5,8,0
7237,Casual Shoes Sneakers For Men  (Grey),3.8,Men,Flipkart,499,1515,123,790,186,172,117,250,1
18971,Synthetic Leather Casual Partywear New Stylish High Heels Shoes For Womens And Girls Boots For Women  (Pink),4.1,Women,Flipkart,999,171,33,95,37,20,2,17,0
17000,Women Red Wedges Sandal,3.8,Women,Flipkart,599,11296,1679,5154,2198,1647,857,1447,1
19585,Women Grey Flats Sandal,,Women,Flipkart,999,1877,252,,451,243,125,,1
